,Title,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Language,budget_max,Format
669,The Trial of the Chicago 7,2020-10-16,129 min,"Drama, History, Thriller",Nominated for 6 Oscars. 58 wins & 191 nominations total,76.0,7.7,"182,304",tt1070874,,"English, Latin, French",35000000.0,netflix
670,Ava,2020-09-25,96 min,"Action, Drama, Thriller",,39.0,5.4,"58,304",tt8784956,497747.0,"English, German, French, Chinese",0.0,not_netflix
671,Kajillionaire,2020-09-25,104 min,"Comedy, Crime, Drama",5 wins & 12 nominations,78.0,6.4,"20,268",tt8143990,531430.0,English,0.0,not_netflix
672,The Last Shift,2020-09-25,90 min,"Comedy, Drama",1 win & 1 nomination,58.0,5.7,"3,780",tt10661180,1034467.0,English,0.0,not_netflix
673,Secret Society of Second Born Royals,2020-09-25,99 min,"Action, Adventure, Comedy",4 nominations,34.0,4.9,"5,661",tt10324122,,English,0.0,not_netflix
674,She's in Portland,,101 min,"Comedy, Drama",,,5.7,606,tt7174660,,English,,not_netflix
675,Sightless,2020-09-28,89 min,"Drama, Thriller",,,5.5,"9,266",tt10303430,,"English, Spanish, French",0.0,not_netflix
676,The Boys in the Band,2020-09-30,121 min,Drama,1 win & 5 nominations,70.0,6.8,"16,517",tt10199914,,English,0.0,netflix
677,The Glorias,2020-09-30,147 min,"Biography, Drama, History",5 nominations,58.0,5.9,"3,422",tt7435316,,English,0.0,not_netflix
678,On the Rocks,2020-10-23,96 min,"Comedy, Drama, Romance",2 wins & 40 nominations,73.0,6.4,"33,591",tt9606374,,English,0.0,not_netflix
679,Spontaneous,2020-10-02,101 min,"Comedy, Drama, Horror",1 win & 2 nominations,78.0,6.5,"16,001",tt5774062,,English,0.0,not_netflix
680,Vampires vs. the Bronx,2020-10-02,85 min,"Comedy, Horror",,76.0,5.7,"10,479",tt8976576,,"English, Spanish",0.0,netflix
681,Possessor,2020-10-02,103 min,"Horror, Mystery, Sci-Fi",15 wins & 39 nominations,72.0,6.5,"39,873",tt5918982,752885.0,English,,not_netflix
682,Death of Me,2020-10-02,94 min,"Horror, Mystery, Thriller",,31.0,4.4,"6,761",tt1830643,,"English, Thai",0.0,not_netflix
683,The Call,2013-03-15,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,51872378.0,English,100.0,netflix
684,American Pie Presents: Girls' Rules,2020-10-06,95 min,Comedy,,,3.8,"6,121",tt11771594,,English,0.0,not_netflix
685,The Lie,2020-10-06,97 min,"Drama, Thriller",1 win,45.0,5.8,"18,127",tt7945440,,English,0.0,not_netflix
686,Black Box,2020-10-06,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,English,10722240.0,not_netflix
687,Hubie Halloween,2020-10-07,103 min,"Comedy, Mystery",6 nominations,53.0,5.2,"53,192",tt10682266,,English,14000000.0,netflix
688,Books of Blood,2020-10-07,107 min,"Drama, Horror, Mystery",,42.0,5.6,"8,358",tt11242218,,English,0.0,not_netflix
689,Charm City Kings,2020-10-08,125 min,Drama,1 win & 3 nominations,62.0,6.6,"2,693",tt9048840,,English,0.0,not_netflix
690,The War with Grandpa,2020-10-09,94 min,"Comedy, Drama, Family",1 win,34.0,5.6,"22,282",tt4532038,21277892.0,English,18000000.0,not_netflix
691,A Rainy Day in New York,2020-11-10,92 min,"Comedy, Romance",3 wins,38.0,6.5,"46,426",tt7139936,,English,25000000.0,not_netflix
692,Yellow Rose,2020-10-09,94 min,"Drama, Music",14 wins & 2 nominations,70.0,6.5,"1,227",tt6862538,367849.0,English,0.0,not_netflix
693,Nocturne,2020-10-13,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,English,350000.0,not_netflix
694,Evil Eye,2020-10-13,90 min,"Horror, Mystery, Thriller",1 win & 1 nomination,54.0,4.8,"3,919",tt12882620,,"English, Hindi",1704500.0,not_netflix
695,A Babysitter's Guide to Monster Hunting,2020-10-15,98 min,"Comedy, Family, Fantasy",2 wins & 2 nominations,31.0,5.4,"4,478",tt4844150,,English,0.0,netflix
696,Love and Monsters,2020-10-16,109 min,"Action, Adventure, Comedy",Nominated for 1 Oscar. 1 win & 4 nominations total,63.0,6.9,"132,892",tt2222042,1070714.0,English,30000000.0,not_netflix
697,Honest Thief,2020-10-16,99 min,"Action, Thriller",1 nomination,46.0,6.0,"52,990",tt1838556,14163574.0,"English, Spanish, German",0.0,not_netflix
698,Clouds,2020-10-16,121 min,"Biography, Drama, Music",2 wins & 2 nominations,55.0,7.5,"10,841",tt6473066,,English,0.0,not_netflix
699,The Devil Has a Name,2020-10-16,97 min,"Drama, Thriller",,50.0,5.5,"1,264",tt7894510,,English,0.0,not_netflix
700,The Kid Detective,2020-10-16,100 min,"Comedy, Drama, Mystery",5 nominations,74.0,7.0,"20,155",tt8980602,364138.0,English,0.0,not_netflix
701,Alone,2020-09-18,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,537589.0,English,10000.0,not_netflix
702,2 Hearts,2020-10-16,101 min,"Drama, Romance",,29.0,6.3,"6,575",tt5616176,1349286.0,English,0.0,not_netflix
703,The Opening Act,2020-10-16,90 min,Comedy,,,6.0,"1,109",tt8633748,,English,0.0,not_netflix
704,Tremors: Shrieker Island,2020-10-20,103 min,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",,,5.5,"3,197",tt8322060,,English,0.0,not_netflix
705,The Witches,1990-08-24,91 min,"Adventure, Comedy, Family",Nominated for 1 BAFTA Award3 wins & 8 nominations total,78.0,6.8,"51,952",tt0100944,10360553.0,English,0.0,not_netflix
706,Over the Moon,2020-10-23,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 3 wins & 61 nominations total,60.0,6.3,"23,483",tt7488208,,"English, Chinese, Hindi",0.0,netflix
707,Borat Subsequent Moviefilm,2020-10-23,95 min,Comedy,Nominated for 2 Oscars. 38 wins & 64 nominations total,68.0,6.6,"144,633",tt13143964,,"English, Bulgarian, Hebrew, Romanian, Croatian",0.0,not_netflix
708,After We Collided,2020-10-23,105 min,"Drama, Romance",1 win,14.0,5.0,"33,837",tt10362466,2386483.0,"English, Chinese",0.0,not_netflix
709,The Empty Man,2020-10-23,137 min,"Drama, Horror, Mystery",1 nomination,,6.2,"32,400",tt5867314,2992948.0,English,16000000.0,not_netflix
710,Synchronic,2020-10-23,102 min,"Drama, Horror, Mystery",6 nominations,64.0,6.2,"33,844",tt9016974,636673.0,"English, Spanish",0.0,not_netflix
711,Bad Hair,2020-10-23,102 min,"Comedy, Horror, Music",1 win & 3 nominations,61.0,5.6,"3,936",tt4798836,,,0.0,not_netflix
712,Friendsgiving,2020-10-23,95 min,"Comedy, Drama",1 nomination,,4.4,"3,381",tt8431078,,English,0.0,not_netflix
713,The Craft: Legacy,2020-10-28,97 min,"Drama, Fantasy, Horror",1 win & 1 nomination,54.0,4.5,"14,661",tt4685762,,English,18000000.0,not_netflix
714,Holidate,2020-10-28,104 min,"Comedy, Romance",1 win,44.0,6.1,"71,163",tt9866072,,"English, Mandarin",0.0,netflix
715,Come Play,2020-10-30,96 min,"Drama, Horror, Mystery",1 nomination,58.0,5.7,"15,765",tt8004664,10475990.0,English,9000000.0,not_netflix
716,His House,2020-10-30,93 min,"Drama, Horror, Thriller",Won 1 BAFTA Award8 wins & 37 nominations total,72.0,6.5,"43,955",tt8508734,,"English, Dinka",0.0,netflix
717,Spell,2020-10-30,91 min,"Horror, Thriller",,38.0,5.5,"9,051",tt10736580,500104.0,English,0.0,not_netflix
718,Jungleland,2020-11-06,90 min,Drama,1 nomination,53.0,6.2,"6,578",tt8710596,,English,0.0,not_netflix
719,Let Him Go,2020-11-06,113 min,"Crime, Drama, Thriller",3 wins & 3 nominations,63.0,6.7,"30,132",tt9340860,9358025.0,"English, Ukrainian",0.0,not_netflix
720,The Informer,2019-08-30,113 min,"Action, Crime, Drama",1 nomination,61.0,6.6,"39,116",tt1833116,300460.0,"English, Polish, Spanish",60000000.0,not_netflix
721,The Dark and the Wicked,2020-11-06,95 min,Horror,3 wins & 11 nominations,72.0,6.1,"18,774",tt10229558,157252.0,English,0.0,not_netflix
722,Hillbilly Elegy,2020-11-24,116 min,Drama,Nominated for 2 Oscars. 5 wins & 33 nominations total,38.0,6.7,"43,962",tt6772802,,English,0.0,netflix
723,Mank,2020-12-04,131 min,"Biography, Comedy, Drama",Won 2 Oscars. 58 wins & 269 nominations total,79.0,6.8,"77,724",tt10618286,,"English, German, Latin",25000000.0,netflix
724,Freaky,2020-11-13,102 min,"Comedy, Horror, Thriller",1 win & 16 nominations,67.0,6.3,"63,221",tt10919380,9030855.0,"English, Spanish",5000000.0,not_netflix
725,Jingle Jangle: A Christmas Journey,2020-11-13,122 min,"Family, Fantasy, Musical",4 wins & 22 nominations,69.0,6.4,"19,602",tt7736496,,English,0.0,netflix
726,Dreamland,2020-11-17,98 min,"Drama, Thriller",1 nomination,57.0,5.8,"7,367",tt5294522,,English,0.0,not_netflix
727,Fatman,2020-11-24,100 min,"Action, Adventure, Comedy",2 wins & 2 nominations,40.0,5.9,"27,555",tt10310140,278378.0,English,20000000.0,not_netflix
728,The Life Ahead,2020-11-13,94 min,Drama,Nominated for 1 Oscar. 14 wins & 36 nominations total,66.0,6.8,"14,727",tt10627584,,"Italian, Spanish, Hebrew, Romanian",0.0,netflix
729,The Climb,2017-12-20,103 min,"Comedy, Drama, Romance",2 wins,,6.9,"7,870",tt5157682,,"French, English, German, Nepali",0.0,not_netflix
730,Chick Fight,2020-11-13,97 min,"Action, Comedy, Drama",,39.0,4.8,"4,156",tt10944486,,English,0.0,not_netflix
731,The Princess Switch: Switched Again,2020-11-19,96 min,"Comedy, Drama, Family",1 win & 1 nomination,,5.4,"12,440",tt11199410,,English,10000000.0,netflix
732,Run,2020-11-20,90 min,"Mystery, Thriller",3 wins & 5 nominations,67.0,6.7,"84,374",tt8633478,,English,1700000.0,not_netflix
733,Sound of Metal,2020-12-04,120 min,"Drama, Music",Won 2 Oscars. 91 wins & 177 nominations total,82.0,7.7,"134,856",tt5363618,,"English, American Sign , French, Persian",0.0,not_netflix
734,The Last Vermeer,2020-11-20,118 min,Drama,1 nomination,56.0,6.7,"4,351",tt8337320,685380.0,English,0.0,not_netflix
735,Jiu Jitsu,2020-11-20,102 min,"Action, Sci-Fi, Thriller",,27.0,2.9,"9,248",tt9624766,,"English, Burmese",23000000.0,not_netflix
736,Buddy Games,2020-11-24,96 min,Comedy,2 wins,22.0,4.8,"7,482",tt7070818,405904.0,English,0.0,not_netflix
737,The Croods: A New Age,2020-11-25,95 min,"Animation, Adventure, Comedy",31 nominations,56.0,6.9,"47,071",tt2850386,58568815.0,English,65000000.0,not_netflix
738,Happiest Season,2020-11-25,102 min,Drama,3 wins & 4 nominations,69.0,6.6,"43,231",tt8522006,,English,0.0,not_netflix
739,Ma Rainey's Black Bottom,2020-12-18,94 min,"Drama, Music",Won 2 Oscars. 84 wins & 192 nominations total,87.0,6.9,"55,056",tt10514222,,English,0.0,netflix
740,Uncle Frank,2020-11-25,95 min,"Comedy, Drama",Nominated for 1 Primetime Emmy. 7 wins & 13 nominations total,58.0,7.3,"21,328",tt11327514,,"English, Arabic",0.0,not_netflix
741,Folklore: The Long Pond Studio Sessions,2020-11-25,105 min,"Documentary, Drama, Music",,,8.4,"3,841",tt13524234,,English,0.0,not_netflix
742,Superintelligence,2020-11-26,106 min,"Action, Comedy, Romance",1 nomination,41.0,5.4,"11,566",tt7178640,,English,0.0,not_netflix
743,Life in a Year,2020-11-27,107 min,"Drama, Romance",,,6.1,"9,382",tt6598238,,English,0.0,not_netflix
744,Black Beauty,1994-07-29,88 min,"Adventure, Drama, Family",1 win & 1 nomination,,6.6,"10,249",tt0109279,4630377.0,English,0.0,not_netflix
745,The Prom,2020-12-11,130 min,"Comedy, Drama, Musical",5 wins & 29 nominations,55.0,5.9,"27,949",tt10161886,,English,0.0,netflix
746,All My Life,2020-12-04,91 min,"Drama, Romance",1 nomination,39.0,6.3,"5,235",tt8305852,913935.0,English,25000000.0,not_netflix
747,Godmothered,2020-12-04,110 min,"Comedy, Drama, Family",1 win & 2 nominations,49.0,6.1,"13,126",tt11681250,,"English, Latin",0.0,not_netflix
748,Half Brothers,2020-12-04,96 min,"Comedy, Drama",1 nomination,30.0,6.0,"3,357",tt10515926,2241980.0,"English, Spanish",0.0,not_netflix
749,Wander,2020-12-04,94 min,Thriller,,54.0,4.9,"8,987",tt9689696,,English,0.0,not_netflix
750,Black Bear,2020-12-04,104 min,"Comedy, Drama",2 wins & 15 nominations,79.0,6.5,"13,993",tt9601220,,English,0.0,not_netflix
751,Let Them All Talk,2020-12-10,113 min,"Comedy, Drama",1 win & 5 nominations,72.0,6.1,"11,948",tt10808832,,English,0.0,not_netflix
752,The Midnight Sky,2020-12-23,118 min,"Adventure, Drama, Sci-Fi",Nominated for 1 Oscar. 5 wins & 46 nominations total,58.0,5.7,"85,629",tt10539608,,English,0.0,netflix
753,Songbird,2020-12-11,84 min,"Drama, Sci-Fi, Thriller",,27.0,4.8,"10,797",tt12592252,,"English, Spanish",16252.0,not_netflix
754,Wild Mountain Thyme,2020-12-11,102 min,"Comedy, Drama, Romance",6 nominations,42.0,5.7,"10,369",tt6842770,213440.0,English,0.0,not_netflix
755,Safety,2020-12-11,122 min,"Biography, Drama, Sport",2 nominations,55.0,6.8,"4,309",tt10649016,,English,0.0,not_netflix
756,Wander Darkly,2020-12-11,97 min,Drama,1 win & 2 nominations,66.0,5.8,"1,715",tt8902978,,"English, Spanish",0.0,not_netflix
757,I'm Your Woman,2020-12-11,120 min,"Crime, Drama",2 wins & 4 nominations,63.0,6.2,"9,375",tt10243992,,English,0.0,not_netflix
758,The Stand In,2020-12-11,101 min,"Comedy, Drama",1 nomination,38.0,4.7,"3,749",tt7970348,,English,0.0,not_netflix
759,Archenemy,2020-12-11,90 min,"Action, Adventure, Crime",1 nomination,57.0,5.0,"3,365",tt11274100,121642.0,English,0.0,not_netflix
760,Farewell Amor,2020-12-11,95 min,"Drama, Music, Romance",9 wins & 8 nominations,75.0,6.9,"1,382",tt11380884,4689.0,"English, Portuguese, Aboriginal",0.0,not_netflix
761,Monster Hunter,2020-12-18,103 min,"Action, Adventure, Fantasy",2 nominations,47.0,5.2,"62,300",tt6475714,15162470.0,English,60000000.0,not_netflix
762,Greenland,2020-12-18,119 min,"Action, Thriller",1 win & 2 nominations,64.0,6.4,"122,120",tt7737786,,"English, Spanish, Russian",34000000.0,not_netflix
763,Fatale,2020-12-18,102 min,Thriller,,42.0,5.4,"11,943",tt8829830,6306897.0,English,0.0,not_netflix
764,Skylines,2020-12-18,113 min,"Action, Adventure, Sci-Fi",1 win,46.0,4.7,"8,558",tt9387250,,English,70000000.0,not_netflix
765,Hunter Hunter,2020-12-18,93 min,"Drama, Horror, Mystery",3 wins & 3 nominations,61.0,6.4,"11,706",tt2226162,32705.0,English,0.0,not_netflix
766,Breach,2007-02-16,110 min,"Biography, Crime, Drama",1 win & 3 nominations,74.0,7.0,"60,420",tt0401997,33231264.0,"English, Russian, Arabic, Latin",2500.0,not_netflix
767,"Ariana Grande: Excuse Me, I Love You",2020-12-21,97 min,"Documentary, Music",1 nomination,,6.3,"2,757",tt13615386,,English,,not_netflix
768,Sylvie's Love,2020-12-23,114 min,"Drama, Music, Romance",Nominated for 1 Primetime Emmy. 6 wins & 27 nominations total,74.0,6.8,"6,130",tt9827834,,English,0.0,not_netflix
769,Wonder Woman 1984,2020-12-25,151 min,"Action, Adventure, Fantasy",28 wins & 47 nominations,60.0,5.4,"275,652",tt7126948,46801036.0,"English, Arabic, Russian, Mandarin",200000000.0,not_netflix
770,Soul,2020-12-25,100 min,"Animation, Adventure, Comedy",Won 2 Oscars. 124 wins & 93 nominations total,83.0,8.0,"339,872",tt2948372,,"English, Korean, Inuktitut",150000000.0,not_netflix
771,We Can Be Heroes,2020-12-25,100 min,"Action, Comedy, Drama",1 nomination,51.0,4.7,"15,672",tt10600398,,English,0.0,netflix
772,News of the World,2020-12-25,118 min,"Action, Adventure, Drama",Nominated for 4 Oscars. 5 wins & 80 nominations total,73.0,6.8,"90,271",tt6878306,12668325.0,"English, North American Indian, German",0.0,not_netflix
773,One Night in Miami...,2021-01-08,114 min,Drama,Nominated for 3 Oscars. 69 wins & 182 nominations total,83.0,7.1,"32,906",tt10612922,,"English, Arabic",0.0,not_netflix
774,Promising Young Woman,2020-12-25,113 min,"Crime, Drama, Mystery",Won 1 Oscar. 117 wins & 194 nominations total,73.0,7.5,"183,515",tt9620292,6460965.0,English,0.0,not_netflix
775,Pieces of a Woman,2021-01-07,126 min,Drama,Nominated for 1 Oscar. 9 wins & 64 nominations total,66.0,7.0,"52,148",tt11161474,,English,0.0,netflix
776,Shadow in the Cloud,2021-01-01,83 min,"Action, Horror, War",2 wins,66.0,5.0,"28,308",tt9691136,156932.0,English,0.0,not_netflix
777,The White Tiger,2021-01-22,125 min,"Crime, Drama",Nominated for 1 Oscar. 1 win & 12 nominations total,76.0,7.1,"62,234",tt6571548,,"Hindi, English",0.0,netflix
778,Locked Down,2021-01-14,118 min,"Comedy, Crime, Romance",,42.0,5.2,"12,780",tt13061914,,English,10000000.0,not_netflix
779,The Dig,2021-01-29,112 min,"Biography, Drama, History",Nominated for 5 BAFTA 3 wins & 10 nominations total,73.0,7.1,"77,418",tt3661210,,English,0.0,netflix
780,Outside the Wire,2021-01-15,114 min,"Action, Adventure, Fantasy",,45.0,5.4,"43,696",tt10451914,,"English, Ukrainian, Russian",0.0,netflix
781,The Marksman,2021-01-15,108 min,"Action, Drama",,44.0,5.6,"39,263",tt6902332,15566093.0,"English, Spanish",23000000.0,not_netflix
782,The Ultimate Playlist of Noise,2021-01-15,99 min,"Comedy, Drama, Music",1 win & 1 nomination,,6.6,"1,004",tt11268742,,English,0.0,not_netflix
783,American Skin,2021-01-15,90 min,"Drama, Thriller",1 win & 5 nominations,24.0,6.9,"3,659",tt10195452,282332.0,English,5000000.0,not_netflix
784,Don't Tell a Soul,2021-01-15,83 min,"Drama, Thriller",,45.0,5.9,"4,745",tt8046498,,English,0.0,not_netflix
785,Our Friend,2021-01-29,124 min,"Drama, Romance",,57.0,7.3,"13,288",tt9608818,663725.0,English,0.0,not_netflix
786,No Man's Land,2001-09-19,98 min,"Comedy, Drama, War",Won 1 Oscar. 30 wins & 25 nominations total,84.0,7.9,"47,740",tt0283509,1012153.0,"Bosnian, French, English, Serbian",500.0,not_netflix
787,Born a Champion,2021-01-22,112 min,"Action, Drama, Sport",,,6.8,"4,237",tt10661710,,English,0.0,not_netflix
788,Wrong Turn,2003-05-30,84 min,"Horror, Thriller",3 nominations,32.0,6.1,"124,326",tt0295700,15418790.0,English,0.0,not_netflix
789,Penguin Bloom,2021-01-27,95 min,"Biography, Drama",2 wins & 12 nominations,54.0,6.8,"11,191",tt6317656,,English,0.0,not_netflix
790,The Little Things,2021-01-29,128 min,"Crime, Drama, Mystery",1 win & 2 nominations,54.0,6.3,"109,496",tt10016180,15342746.0,"English, Spanish, Arabic",30000000.0,not_netflix
791,Finding 'Ohana,2021-01-29,123 min,"Action, Adventure, Comedy",1 win & 2 nominations,69.0,6.1,"10,782",tt10332588,,"English, Hawaiian, Spanish",,not_netflix
792,Nomadland,2021-02-19,107 min,Drama,Won 3 Oscars. 256 wins & 156 nominations total,91.0,7.3,"168,277",tt9770150,3700000.0,English,5000000.0,not_netflix
793,Malcolm,1986-11-05,85 min,"Comedy, Crime, Sci-Fi",9 wins,,7.1,"2,628",tt0091464,544472.0,English,,not_netflix
794,Palmer,2021-01-29,110 min,Drama,3 nominations,53.0,7.2,"37,363",tt6857376,,English,0.0,not_netflix
795,Falling,2021-02-05,112 min,Drama,4 wins & 19 nominations,63.0,6.5,"6,351",tt9143112,,"English, Spanish",0.0,not_netflix
796,Bliss,2021-02-05,103 min,"Drama, Romance, Sci-Fi",1 win & 2 nominations,40.0,5.3,"18,733",tt10333426,,English,0.0,not_netflix
797,Little Fish,2005-09-08,114 min,"Crime, Drama, Romance",12 wins & 23 nominations,77.0,6.2,"8,958",tt0382810,8148.0,"Vietnamese, English",0.0,not_netflix
798,Son of the South,2021-02-05,105 min,"Biography, Drama",,60.0,6.2,"2,095",tt2235372,,English,0.0,not_netflix
799,PVT CHAT,2021-02-09,86 min,Drama,,61.0,5.9,"1,644",tt8110004,,English,,not_netflix
800,Music,2021-02-12,107 min,"Drama, Musical",4 wins & 3 nominations,23.0,3.2,"8,356",tt7541720,,"English, Mandarin",16000000.0,not_netflix
801,Judas and the Black Messiah,2021-02-12,126 min,"Biography, Drama, History",Won 2 Oscars. 45 wins & 81 nominations total,85.0,7.4,"84,500",tt9784798,5478009.0,English,26000000.0,not_netflix
802,The Mauritanian,2021-03-02,129 min,"Biography, Drama, Thriller",Nominated for 5 BAFTA 5 wins & 18 nominations total,53.0,7.4,"53,878",tt4761112,836536.0,"English, French, Arabic, German",0.0,not_netflix
803,Breaking News in Yuba County,2021-02-12,96 min,"Comedy, Drama, Thriller",,24.0,5.8,"6,528",tt7737640,,English,0.0,not_netflix
804,Barb and Star Go to Vista Del Mar,2021-02-12,107 min,Comedy,3 wins & 20 nominations,64.0,6.3,"18,586",tt3797512,,English,,not_netflix
805,Minari,2021-02-12,115 min,Drama,Won 1 Oscar. 121 wins & 249 nominations total,89.0,7.4,"85,385",tt10633456,3110580.0,"Korean, English",2000000.0,not_netflix
806,To All the Boys: Always and Forever,2021-02-12,109 min,"Comedy, Drama, Romance",2 wins & 2 nominations,65.0,6.3,"28,423",tt10676012,,English,0.0,netflix
807,The World to Come,2021-03-02,105 min,"Drama, History, Romance",6 wins & 11 nominations,73.0,6.3,"8,915",tt9738716,116143.0,English,0.0,not_netflix
808,French Exit,2021-02-12,113 min,"Comedy, Drama",2 wins & 7 nominations,56.0,5.9,"7,861",tt10279362,741895.0,English,0.0,not_netflix
809,Land,2021-02-12,89 min,"Adventure, Drama",4 wins & 2 nominations,61.0,6.6,"12,179",tt10265034,2577830.0,English,0.0,not_netflix
810,Willy's Wonderland,2021-02-12,88 min,"Action, Comedy, Horror",2 nominations,44.0,5.5,"32,028",tt8114980,418286.0,English,5000000.0,not_netflix
811,The Map of Tiny Perfect Things,2021-02-12,98 min,"Comedy, Fantasy, Romance",1 nomination,61.0,6.8,"24,489",tt11080108,,English,0.0,not_netflix
812,Fear of Rain,2021-02-12,109 min,"Drama, Horror, Thriller",1 nomination,,5.9,"8,544",tt10037014,,English,0.0,not_netflix
813,I Care a Lot,2021-02-19,118 min,"Comedy, Crime, Drama",1 win & 6 nominations,66.0,6.3,"136,431",tt9893250,,English,0.0,not_netflix
814,Flora,2006-11-01,1 min,"Animation, Short, Drama",,,6.5,"1,319",tt0169912,,None,4500.0,not_netflix
815,Silk Road,2021-02-19,112 min,"Crime, Drama, Thriller",,41.0,6.0,"6,070",tt7937254,,English,5900000.0,not_netflix
816,The United States vs. Billie Holiday,2021-02-26,126 min,"Biography, Drama, Music",Nominated for 1 Oscar. 11 wins & 25 nominations total,52.0,6.3,"13,816",tt8521718,,"English, Italian, German",0.0,not_netflix
817,Cherry,2021-03-12,142 min,"Biography, Crime, Drama",3 wins & 4 nominations,44.0,6.6,"33,931",tt9130508,,English,40000000.0,not_netflix
818,Crisis,2021-02-26,118 min,"Drama, Thriller",1 nomination,41.0,6.2,"11,926",tt9731682,404738.0,English,0.0,not_netflix
819,Billie Eilish: The World's a Little Blurry,2021-02-26,140 min,"Documentary, Biography, Music",Nominated for 4 Primetime Emmys. 18 nominations total,70.0,7.7,"8,218",tt11459366,,English,0.0,not_netflix
820,The Vigil,2021-02-26,89 min,"Horror, Mystery, Thriller",3 nominations,69.0,5.8,"8,672",tt10793644,50439.0,"English, Yiddish, Hebrew",0.0,not_netflix
821,Moxie,2021-03-03,111 min,"Comedy, Drama, Music",,54.0,6.7,"26,649",tt6432466,,English,0.0,netflix
822,Coming 2 America,2021-03-05,110 min,Comedy,Nominated for 1 Oscar. 6 wins & 11 nominations total,52.0,5.3,"71,920",tt6802400,,English,60000000.0,not_netflix
823,The SpongeBob Movie: Sponge on the Run,2021-03-04,91 min,"Animation, Adventure, Comedy",3 nominations,65.0,5.9,"19,473",tt4823776,4810790.0,"English, Arabic, Ukrainian",60000000.0,not_netflix
824,Raya and the Last Dragon,2021-03-05,107 min,"Animation, Action, Adventure",Nominated for 1 Oscar. 13 wins & 59 nominations total,74.0,7.3,"157,092",tt5109280,54723032.0,English,100000000.0,not_netflix
825,Chaos Walking,2021-03-05,109 min,"Action, Adventure, Fantasy",2 wins,38.0,5.7,"51,323",tt2076822,13287908.0,English,125000000.0,not_netflix
826,Boss Level,2021-03-05,100 min,"Action, Adventure, Comedy",,56.0,6.8,"71,436",tt7638348,,English,45000000.0,not_netflix
827,Boogie,2021-03-05,90 min,"Drama, Sport",,54.0,5.2,"2,292",tt10896398,4178620.0,English,20000000.0,not_netflix
828,Yes Day,2021-03-12,86 min,"Comedy, Family",2 nominations,46.0,5.7,"26,723",tt8521876,,"English, Spanish",0.0,netflix
829,Long Weekend,1979-03-29,97 min,"Horror, Mystery, Thriller",5 wins & 1 nomination,61.0,6.6,"5,606",tt0079482,,English,0.0,not_netflix
830,Cosmic Sin,2021-03-12,88 min,"Action, Sci-Fi",1 nomination,9.0,2.5,"14,018",tt11762434,,English,20000000.0,not_netflix
831,Trust,2011-04-28,106 min,"Crime, Drama, Thriller",1 win & 3 nominations,60.0,6.9,"43,069",tt1529572,120016.0,English,0.0,not_netflix
832,Zack Snyder's Justice League,2021-03-18,242 min,"Action, Adventure, Fantasy",5 wins & 6 nominations,54.0,8.0,"407,353",tt12361974,,"English, Icelandic, French",70000000.0,not_netflix
833,The Courier,2021-03-19,112 min,"Drama, History, Thriller",1 nomination,65.0,7.2,"65,279",tt8368512,6613432.0,"English, Russian",0.0,not_netflix
834,City of Lies,2021-03-19,112 min,"Biography, Crime, Drama",,44.0,6.5,"16,528",tt2677722,572493.0,"English, Spanish",0.0,not_netflix
835,Happily,2021-03-19,96 min,"Comedy, Crime, Romance",1 nomination,58.0,5.3,"4,040",tt9849004,,English,0.0,not_netflix
836,Nobody,2021-03-26,92 min,"Action, Crime, Drama",5 wins & 18 nominations,64.0,7.4,"270,746",tt7888964,27568035.0,"English, Russian, Spanish",17000000.0,not_netflix
837,Bad Trip,2021-03-26,86 min,Comedy,1 nomination,61.0,6.5,"25,889",tt9684220,,English,0.0,netflix
838,The Seventh Day,2021-03-26,87 min,"Horror, Mystery",1 nomination,43.0,4.5,"4,953",tt11263022,,English,0.0,not_netflix
839,Senior Moment,2021-03-26,92 min,"Comedy, Drama, Romance",,41.0,5.7,"2,042",tt6588950,41598.0,English,0.0,not_netflix
840,Godzilla vs. Kong,2021-03-31,113 min,"Action, Sci-Fi, Thriller",3 wins & 19 nominations,59.0,6.3,"216,800",tt5034838,100916094.0,"English, American Sign ",200000000.0,not_netflix
841,Concrete Cowboy,2021-04-02,111 min,"Drama, Western",1 win & 3 nominations,67.0,6.3,"9,157",tt8846176,,English,0.0,netflix
842,The Unholy,2021-04-02,99 min,"Drama, Horror, Mystery",1 nomination,36.0,5.1,"23,882",tt9419056,15532137.0,"English, American Sign , Latin",10000000.0,not_netflix
843,Every Breath You Take,2021-04-02,105 min,"Drama, Mystery, Thriller",,32.0,5.3,"6,027",tt2231874,,English,0.0,not_netflix
844,Shiva Baby,2021-04-02,77 min,"Comedy, Drama",11 wins & 44 nominations,79.0,7.1,"24,371",tt11317142,159294.0,English,250000.0,not_netflix
